Number of vertices:
100
0.000000000000000e+00	2.500000000000000e-01	0.000000000000000e+00
3.333333333333333e-01	3.750000000000000e-01	-1.000000000000000e+00
6.666666666666666e-01	5.000000000000000e-01	0.000000000000000e+00
1.000000000000000e+00	6.250000000000000e-01	3.000000000000000e+00
1.333333333333333e+00	7.500000000000000e-01	8.000000000000000e+00
1.666666666666667e+00	8.750000000000000e-01	1.500000000000000e+01
2.000000000000000e+00	1.000000000000000e+00	2.400000000000000e+01
2.333333333333333e+00	1.125000000000000e+00	3.500000000000000e+01
2.666666666666667e+00	1.250000000000000e+00	4.800000000000000e+01
3.000000000000000e+00	1.375000000000000e+00	6.300000000000000e+01
3.333333333333333e+00	1.500000000000000e+00	8.000000000000000e+01
3.666666666666667e+00	1.625000000000000e+00	9.900000000000000e+01
4.000000000000000e+00	1.750000000000000e+00	1.200000000000000e+02
4.333333333333333e+00	1.875000000000000e+00	1.430000000000000e+02
4.666666666666667e+00	2.000000000000000e+00	1.680000000000000e+02
5.000000000000000e+00	2.125000000000000e+00	1.950000000000000e+02
5.333333333333333e+00	2.250000000000000e+00	2.240000000000000e+02
5.666666666666667e+00	2.375000000000000e+00	2.550000000000000e+02
6.000000000000000e+00	2.500000000000000e+00	2.880000000000000e+02
6.333333333333333e+00	2.625000000000000e+00	3.230000000000000e+02
6.666666666666667e+00	2.750000000000000e+00	3.600000000000000e+02
7.000000000000000e+00	2.875000000000000e+00	3.990000000000000e+02
7.333333333333333e+00	3.000000000000000e+00	4.400000000000000e+02
7.666666666666667e+00	3.125000000000000e+00	4.830000000000000e+02
8.000000000000000e+00	3.250000000000000e+00	5.280000000000000e+02
8.333333333333334e+00	3.375000000000000e+00	5.750000000000000e+02
8.666666666666666e+00	3.500000000000000e+00	6.240000000000000e+02
9.000000000000000e+00	3.625000000000000e+00	6.750000000000000e+02
9.333333333333334e+00	3.750000000000000e+00	7.280000000000000e+02
9.666666666666666e+00	3.875000000000000e+00	7.830000000000000e+02
1.000000000000000e+01	4.000000000000000e+00	8.400000000000000e+02
1.033333333333333e+01	4.125000000000000e+00	8.990000000000000e+02
1.066666666666667e+01	4.250000000000000e+00	9.600000000000000e+02
1.100000000000000e+01	4.375000000000000e+00	1.023000000000000e+03
1.133333333333333e+01	4.500000000000000e+00	1.088000000000000e+03
1.166666666666667e+01	4.625000000000000e+00	1.155000000000000e+03
1.200000000000000e+01	4.750000000000000e+00	1.224000000000000e+03
1.233333333333333e+01	4.875000000000000e+00	1.295000000000000e+03
1.266666666666667e+01	5.000000000000000e+00	1.368000000000000e+03
1.300000000000000e+01	5.125000000000000e+00	1.443000000000000e+03
1.333333333333333e+01	5.250000000000000e+00	1.520000000000000e+03
1.366666666666667e+01	5.375000000000000e+00	1.599000000000000e+03
1.400000000000000e+01	5.500000000000000e+00	1.680000000000000e+03
1.433333333333333e+01	5.625000000000000e+00	1.763000000000000e+03
1.466666666666667e+01	5.750000000000000e+00	1.848000000000000e+03
1.500000000000000e+01	5.875000000000000e+00	1.935000000000000e+03
1.533333333333333e+01	6.000000000000000e+00	2.024000000000000e+03
1.566666666666667e+01	6.125000000000000e+00	2.115000000000000e+03
1.600000000000000e+01	6.250000000000000e+00	2.208000000000000e+03
1.633333333333333e+01	6.375000000000000e+00	2.303000000000000e+03
1.666666666666667e+01	6.500000000000000e+00	2.400000000000000e+03
1.700000000000000e+01	6.625000000000000e+00	2.499000000000000e+03
1.733333333333333e+01	6.750000000000000e+00	2.600000000000000e+03
1.766666666666667e+01	6.875000000000000e+00	2.703000000000000e+03
1.800000000000000e+01	7.000000000000000e+00	2.808000000000000e+03
1.833333333333333e+01	7.125000000000000e+00	2.915000000000000e+03
1.866666666666667e+01	7.250000000000000e+00	3.024000000000000e+03
1.900000000000000e+01	7.375000000000000e+00	3.135000000000000e+03
1.933333333333333e+01	7.500000000000000e+00	3.248000000000000e+03
1.966666666666667e+01	7.625000000000000e+00	3.363000000000000e+03
2.000000000000000e+01	7.750000000000000e+00	3.480000000000000e+03
2.033333333333333e+01	7.875000000000000e+00	3.599000000000000e+03
2.066666666666667e+01	8.000000000000000e+00	3.720000000000000e+03
2.100000000000000e+01	8.125000000000000e+00	3.843000000000000e+03
2.133333333333333e+01	8.250000000000000e+00	3.968000000000000e+03
2.166666666666667e+01	8.375000000000000e+00	4.095000000000000e+03
2.200000000000000e+01	8.500000000000000e+00	4.224000000000000e+03
2.233333333333333e+01	8.625000000000000e+00	4.355000000000000e+03
2.266666666666667e+01	8.750000000000000e+00	4.488000000000000e+03
2.300000000000000e+01	8.875000000000000e+00	4.623000000000000e+03
2.333333333333333e+01	9.000000000000000e+00	4.760000000000000e+03
2.366666666666667e+01	9.125000000000000e+00	4.899000000000000e+03
2.400000000000000e+01	9.250000000000000e+00	5.040000000000000e+03
2.433333333333333e+01	9.375000000000000e+00	5.183000000000000e+03
2.466666666666667e+01	9.500000000000000e+00	5.328000000000000e+03
2.500000000000000e+01	9.625000000000000e+00	5.475000000000000e+03
2.533333333333333e+01	9.750000000000000e+00	5.624000000000000e+03
2.566666666666667e+01	9.875000000000000e+00	5.775000000000000e+03
2.600000000000000e+01	1.000000000000000e+01	5.928000000000000e+03
2.633333333333333e+01	1.012500000000000e+01	6.083000000000000e+03
2.666666666666667e+01	1.025000000000000e+01	6.240000000000000e+03
2.700000000000000e+01	1.037500000000000e+01	6.399000000000000e+03
2.733333333333333e+01	1.050000000000000e+01	6.560000000000000e+03
2.766666666666667e+01	1.062500000000000e+01	6.723000000000000e+03
2.800000000000000e+01	1.075000000000000e+01	6.888000000000000e+03
2.833333333333333e+01	1.087500000000000e+01	7.055000000000000e+03
2.866666666666667e+01	1.100000000000000e+01	7.224000000000000e+03
2.900000000000000e+01	1.112500000000000e+01	7.395000000000000e+03
2.933333333333333e+01	1.125000000000000e+01	7.568000000000000e+03
2.966666666666667e+01	1.137500000000000e+01	7.743000000000000e+03
3.000000000000000e+01	1.150000000000000e+01	7.920000000000000e+03
3.033333333333333e+01	1.162500000000000e+01	8.099000000000000e+03
3.066666666666667e+01	1.175000000000000e+01	8.280000000000000e+03
3.100000000000000e+01	1.187500000000000e+01	8.463000000000000e+03
3.133333333333333e+01	1.200000000000000e+01	8.648000000000000e+03
3.166666666666667e+01	1.212500000000000e+01	8.835000000000000e+03
3.200000000000000e+01	1.225000000000000e+01	9.024000000000000e+03
3.233333333333334e+01	1.237500000000000e+01	9.215000000000000e+03
3.266666666666666e+01	1.250000000000000e+01	9.408000000000000e+03
